text ,bullying,,,,
فلتسحق رقابكم يا انذال,1,,,,
فلسطين,0,,,,
فلسطين  بريئة من هيك عينات,0,,,,
فلسطين  بريئة من هيك نماذج,0,,,,
فلسطين احنا مو عرب احنا دولة اجنبية افهمتوا!!!,1,,,,
فلسطين القدس,0,,,,
فلسطين تفتخر بقادتها,0,,,,
فلسطين حره,0,,,,
فلسطين فى القلب,0,,,,
فلسطين في القلب,0,,,,
فلسطين في القلب ,0,,,,
فلسطين قضية الشرفاء,0,,,,
فلسطين ما بشرفها هيك اشكال ,1,,,,
فلوسك واقفة عالانستا وما عم تحسن وضعك المعيشي!,1,,,,
فن عنجد فنن,0,,,,
فنااااااانننن,0,,,,
فنااااانة,0,,,,
فنان,0,,,,
فنان اردني,0,,,,
فنان اكنو له كل المحبة و الاحترام الله يوفقك,0,,,,
فنان الشعب,0,,,,
فنان بالحكي ملحم خخههخخ,1,,,,
فنان رائع,0,,,,
فنان ع قد دراهمك,0,,,,
فنان مبدع,0,,,,
فنان و مبدع,0,,,,
فنان ولا أروع,0,,,,
فنانة ❤️❤️❤️❤️❤️❤️❤️,0,,,,
فنانة ❤❤❤,0,,,,
فنانة رائعة,0,,,,
فنانة رائعة ... أتمنى لقائك يوما ما,0,,,,
فنانة لذيذة ورايقة,0,,,,
فنانة مبدعة,0,,,,
فنانة مهضوم   الله  يحفظها,0,,,,
فنانه بمعني الكلمه,0,,,,
فنانه راقيه ومبدعة,0,,,,
فنانه مبدعة,0,,,,
فنانه مبدعه وانيقه الفن موهبه واتقان,0,,,,
فنانه مبدعه وحلو كتير ومن حبك,0,,,,
فنانه يسمين,0,,,,
فنانين فاشلين,0,,,,
فنطق الحمار قاءلا!!!,0,,,,
"فهاي غلطو معهمش حق
سامحهم هالمره",0,,,,
فهمنا انك انولدتي بكندا بس خلص هياتك بتحكي عربي ما تعدلي ثمك,0,,,,
فهمنا انك بتعرفي تمثلي و انك واو,0,,,,
فوق تفاهتك زدت تفاهه,1,,,,
فوك فوك,1,,,,
في احد بترجم ياشباب,0,,,,
في احلي من اعراسنا دحيه ودبكه ويرغول,0,,,,
في اغنيه اسمها ابو شخه ابو شخه ابو شخه هاي لبقتلك,1,,,,
في افواههم ما ليسا في قلوبهم,0,,,,
في الأول هى مشتهية الاكل بس لما وصل الأكل  ذاقت نتفتين الوحش استولى  على  كل  شيء يعق,0,,,,
في الأولى حمار وفي الثانية حمار وفي الثالثة برضو حمار وكلهم مع بعض كتلة حمير يا تركي,1,,,,
"في العيادة عندي كل المرضى اللي بيشتكو من جفاف الفم رح بطل اوصفلن غسولات فموية
خليهن يحضرو فيديو من عندك مرة كل ١٢ ساعة أحسن
❤️",0,,,,
في القلب دايماً يا فلسطين,0,,,,
"في المجتمعات المتقدمة يقومون بتحويل النفايات إلى مواد أوليّة ..
أما نحن  فتقدمنا عليهم ... نقوم بتحويل النفايات إلى مشاهير 
نزلت مستواك ...",1,,,,
"في المطاعم الراقية يرتدي الشيف أو الطاهي قبعة فوق الرأس منعاً لتساقط الشعر في الطعام ...
فما بالكم إذا كانت الطاهي سيدة أو آنسة !!!",0,,,,
في انحراف بعيونل,1,,,,
في أي حانه قضيتها الليله يا ابو الهبابيش,0,,,,
في تصنع واضح,1,,,,
"في جاجه عند جيرنا صبحة بايضه اربع بيضات 
شكلها ماخذه حشيش مضروب",0,,,,
"في جبنة اسمها رودس ب2 ونص بينك مش مجربها
واذا بدك في بشيكل للتوفير عشان وضعك وهيك",0,,,,
"في جهـ.ـنم يارب 

  الله يكثر احزانكم",1,,,,
في حد شايفه  ابن سلول,0,,,,
في حد نط على امك الصبح بدي فرحان وتعوي,1,,,,
في حدا بعرفو جاب عروستو من الصالة بالليل الساعة 1 وهيي لابسة بدلة العرس  نزلو من السيارة و راحت السيارة بدو يطلع مفاتيح البيت مالقا المفاتيح معو اجا بدو يحكي مع حدا بالتلفون مامعو تلفون والدنيا برد  و فضلو واقفين بالشارع حوالي نصف ساعة لحتى إجا حدا وفتحلو باب الدار,0,,,,
في حدا حكالك انو حياتك بتستحق العناية؟ يمكن حكالك بنكوتة,1,,,,
"في حديث شريف بما معناه "" إن الله إذا أحب عبدا حبب به خلقه وإذا أبغض عبدا أبغض به عباده"".. الشعب من خلال أكثر تعليقاته ما اتوحد على اشي إلا بتوحده على أنك شخص خلافي منفر لا تريد لهذا الشعب أن يتوحد لتبقى أنت.",0,,,,
"في حركة واجهت الاحتلال  ،
وفي حركة واجة للأحتلال .",0,,,,
"في حيوان اسمو كلب البحر 
وانت كلب البحرين",1,,,,
في دبابير عم تزن,1,,,,
في رب,0,,,,
في رب بدك تموت لا تخاف,0,,,,
في رمضان المبارك ما بدي اشوفك من مره,0,,,,
في ستين داهية,1,,,,
في شبه بينكم,0,,,,
"في شغله صغيرة 
انو قديش هشام مرتب ومحترم راح هو يضب الغراض عنجد وهي مو شغلتو",0,,,,
في شي مو  طبيعي بوجهو وبلخلفية اقلك على حاجة ان مش متفاءل,0,,,,
"في عالم بتحب ينسب عليها 
وانت منهم معاليك",1,,,,
في عندي صديق بحكيلي مش طايق اشوف هالمخلوق وانا انصبيت لرأي صاحبي,1,,,,
في عندي صرامي نمرتها ٦٦ اذا بتلزمك تمردغ لحيتك فيها يا خرامي,1,,,,
في غلط بجحش حنكك,1,,,,
في قانون الله الظلم لا يدوم طويلا.وتلك الايام نداولها بين الناس,0,,,,
في كلب بعوي ارموله عظمه,1,,,,
في كلب وانتي موجودي,1,,,,
في كلمة مو وارده,0,,,,
في مثل عراقي بقلك اليوم الي ملكش فيه تعدوش وانتي روح نام وانساك من هالخراريف,0,,,,
في مثلك اثنين ,0,,,,
في مجال أحكيلك خرا وزباله على وجهك بس بدون زعل,1,,,,
في مجال تسد ثمك بقندرة,1,,,,
في مجال تسد ثمك بقندره,1,,,,
"في مجال متعطيش رأيك لانو محداش معبرك 
حسبي الله ونعم الوكيل",0,,,,
في مره يتيمه ومسكينه ومطلقه ماعندها بيت ولا شغل ولا طعام ولا اثاث الي بحب يساعدها,0,,,,
"في مشكلة بفيديوهاتك 
دائما الصورة متاخره عن الصوت والحركة في الفيديو بطيئة !",0,,,,
في مفاوضات اوسلوا السرية ..القائمين عليها لم يرجعوا للشعب ولا الفصائل ولا منظمة التحرير ولا اللجنة التنفيذية ولا لجنة مركزية فتح ولا قيادة الانتفاضة في الداخل وبقيت سرية حتى 20/8/1993. قبل التوقيع ب 24يوم .. حتى بعض مركزية فتح والتنفيذية حردوا واعتبروا أنفسهم مالهومش لازمة حسن عصفور وياسر عبدربه كان عندهم تفاصيل كل شئ فاروق القدومي وخالد الحسن مركزية وتنفيذية لا يعرفون شئ عن اوسلوا .وجاي تتفلسف على حماس و7اكتوبر المجيد .,0,,,,
في مقدمة  انتا واحد  سافل وفي نهايةانتا واحد حقير شارب من حليب حصنيات,1,,,,
في منتصف السبعينات كانت هذه الاكله بجنيه استرليني واحد فقط في شارع جلوستر رود بلندن,0,,,,
في منو كثير ؟؟,0,,,,
في مية وجه,1,,,,
في ناس بتحب تحرج غيرها وتنسى انه كما تدين تدان,0,,,,
في ناس بدها جنه ورضا الله وفي ناس بدها مصاري وكراسي,0,,,,
في ناس برضعو من أمهاتهم بس في ناس كاينه ترضع من خنازير على أشكال الهباش و كثير من جماعه السلطه الصهيونيه,1,,,,
في ناس مشتيه,0,,,,
في ناس نهبو الشعب وما أخدو رأيه برضو,0,,,,
في هبل هادا الزلمة,1,,,,
في هذا الصباح بدات بالنباح على اشرف اهل فلسطين فلعنه الله عليك وعلى سيدك,1,,,,
فيديو اسقاط فريضة ؛ بس وماله شغال,0,,,,
"فيديو اكتر من راءع ، كل الحب والاحترام بمبونه حبيبتي ، بموت فيكي ❤️",0,,,,
فيديو اكتر من رائع,0,,,,
فيديو اكتر من رائع حبيت ❤❤,0,,,,
فيديو حلو كتير....,0,,,,
"فيديو خرافي بجنن ❤️
يعطيكم العافية مش طبيعي الجمال",0,,,,
فيديو رائع ⁦❤️⁩⁦❤️⁩,0,,,,
فيديو رائع جدا موفقة أحلى بانا,0,,,,
فيديو رائع جدا موفقة أحلى بانا⁦❤️⁩⁦❤️⁩,0,,,,
فيديو رائع جدا ومؤثر ❤️,0,,,,
فيديو رائع مبدعه بانا,0,,,,
فيديو رائع واكتر من هيك,0,,,,
فيديو رائع وهادف ....,0,,,,
"فيديو رائع
وفعلا تبين بهالفيديو كل الناس سواسيه وما في اي فروق بينهم
رائعه بانا",0,,,,
فيديو رائكل الإحترام والتقدير يسعد قلبك ترفع لك القبعة تحياتي,0,,,,
"فيديو وضيع.. وكلمة رديئة.. نفس ادانات الامم المتحدة والاتحاد الاوروبي! 
لا تأتي ابداً.. خيراً من أن تأتي غصباً!",0,,,,
فيك الخير يا......,0,,,,
"فيك أشي غريب
 شفتك زمان غير",0,,,,
"فيك تبطل تفكير باي نجاح، ما حدا بيشجعك",1,,,,
فيك تشتغل مدرب لدورات كيفية الفشل بنجاح,1,,,,
فيك تعطينا دروس كيف نعيش بدون هدف؟,1,,,,
فيك تعطينا كورس كيف نضيع الوقت بدون فائدة؟,1,,,,
فيكي تاخدي قلبي❤,0,,,,
فيكي رجوله اكتر من رفقاتي,1,,,,
فين الخضار يا شيف,0,,,,
فيه سوشي ستار طيب وعندو كذا فرع,0,,,,
فيه ناس بطلع صوتها بالزنقات بس وهذا الغلط,0,,,,
فيها خشونة اكثر منك,1,,,,
فيها شبه من الممثلة يسرا☺️,0,,,,
فيها كحول وعم تأكلها في لندن,0,,,,
"قَالَ رَسُولَ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ : (إِذَا تَبَايَعْتُمْ بِالْعِينَةِ ، وَأَخَذْتُمْ أَذْنَابَ الْبَقَرِ ، وَرَضِيتُمْ بِالزَّرْعِ ، وَتَرَكْتُمْ الْجِهَادَ ، سَلَّطَ اللَّهُ عَلَيْكُمْ ذُلًّا لَا يَنْزِعُهُ حَتَّى تَرْجِعُوا إِلَى دِينِكُمْ) .

ابن عمر رضي الله عنهما أن النبي صلى الله عليه وسلم قال: «بعثت بين يدي الساعة بالسيف حتى يعبد الله وحده لا شريك له، وجعل رزقي تحت ظل رمحي، وجعل الذلة والصغار على من خالف أمري»

قال رسول الله صلى الله عليه وسلم: سيصير الأمر إلى أن
 تكونوا جنودا ًمجندة جند بالشام وجند باليمن وجند بالعراق. فقال ابن حوالة خر لي يا رسول الله، إن أدركت ذلك، فقال: عليك بالشام فإنها خيرة الله من أرضه يجتبي إليها خيرته من عباده فأما إن أبيتم فعليكم بيمنكم واسقوا من غدركم فإن الله توكل لي بالشام وأهله. رواه أحمد وأبو داود والترمذي وصححه الألباني. 

أن النبي صلى الله عليه وآله وسلم قال : "" الشام صفوة الله من بلاده ، يسوق إليها صفوة عباده ، من خرج من الشام إلى غيرها فبسخطه ، ومن دخل من غيرها فبرحمته "" صحيح مسلم 

عَنِ قَالَ رَسُولَ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ : (إِذَا تَبَايَعْتُمْ بِالْعِينَةِ ، وَأَخَذْتُمْ أَذْنَابَ الْبَقَرِ ، وَرَضِيتُمْ بِالزَّرْعِ ، وَتَرَكْتُمْ الْجِهَادَ ، سَلَّطَ اللَّهُ عَلَيْكُمْ ذُلًّا لَا يَنْزِعُهُ حَتَّى تَرْجِعُوا إِلَى دِينِكُمْ) .

ابن عمر رضي الله عنهما أن النبي صلى الله عليه وسلم قال: «بعثت بين يدي الساعة بالسيف حتى يعبد الله وحده لا شريك له، وجعل رزقي تحت ظل رمحي، وجعل الذلة والصغار على من خالف أمري»

قال رسول الله صلى الله عليه وسلم: سيصير الأمر إلى أن
 تكونوا جنودا ًمجندة جند بالشام وجند باليمن وجند بالعراق. فقال ابن حوالة خر لي يا رسول الله، إن أدركت ذلك، فقال: عليك بالشام فإنها خيرة الله من أرضه يجتبي إليها خيرته من عباده فأما إن أبيتم فعليكم بيمنكم واسقوا من غدركم فإن الله توكل لي بالشام وأهله. رواه أحمد وأبو داود والترمذي وصححه الألباني. 
أن النبي صلى الله عليه وآله وسلم قال : "" الشام صفوة الله من بلاده ، يسوق إليها صفوة عباده ، من خرج من الشام إلى غيرها فبسخطه ، ومن دخل من غيرها فبرحمته "" صحيح مسلم 
عَنِ ابْنِ عَبَّاسٍ ، قَالَ : قَالَ رَسُولُ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ : ( أَوَّلُ هَذَا الْأَمْرِ نُبُوَّةٌ وَرَحْمَةٌ ، ثُمَّ يَكُونُ خِلَافَةً وَرَحْمَةً ، ثُمَّ يَكُونُ مُلْكًا وَرَحْمَةً ، ثُمَّ يَكُونُ إِمَارَةً وَرَحْمَةً ، ثُمَّ يَتَكادَمُونَ عَلَيْهِ تَكادُمَ الْحُمُرِ فَعَلَيْكُمْ بِالْجِهَادِ ، وَإِنَّ أَفْضَلَ جهادِكُمُ الرِّبَاطُ ، وَإِنَّ أَفْضَلَ رباطِكُمْ عَسْقَلَانُ )
قال صلى الله عليه وسلم: ""لا تزال طائفة من أمتي على الدين ظاهرين، لعدوهم قاهرين، لا يضرهم من خالفهم إلا ما أصابهم من لأواء، حتى يأتيهم أمر الله. وهم كذلك""، قالوا: يا رسول الله وأين هم؟ قال: ""ببيت المقدس وأكناف بيت المقدس"" وأخرجه أيضا الطبراني . قال الهيثمي في المجمع ورجاله ثقات عَبَّاسٍ ، قَالَ : قَالَ رَسُولُ اللهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ : ( أَوَّلُ هَذَا الْأَمْرِ نُبُوَّةٌ وَرَحْمَةٌ ، ثُمَّ يَكُونُ خِلَافَةً وَرَحْمَةً ، ثُمَّ يَكُونُ مُلْكًا وَرَحْمَةً ، ثُمَّ يَكُونُ إِمَارَةً وَرَحْمَةً ، ثُمَّ يَتَكادَمُونَ عَلَيْهِ تَكادُمَ الْحُمُرِ فَعَلَيْكُمْ بِالْجِهَادِ ، وَإِنَّ أَفْضَلَ جهادِكُمُ الرِّبَاطُ ، وَإِنَّ أَفْضَلَ رباطِكُمْ عَسْقَلَانُ )

قال صلى الله عليه وسلم: ""لا تزال طائفة من أمتي على الدين ظاهرين، لعدوهم قاهرين، لا يضرهم من خالفهم إلا ما أصابهم من لأواء، حتى يأتيهم أمر الله. وهم كذلك""، قالوا: يا رسول الله وأين هم؟ قال: ""ببيت المقدس وأكناف بيت المقدس"" وأخرجه أيضا الطبراني . قال الهيثمي في المجمع ورجاله ثقات.",0,,,,
ق ب ح ك الله ايها ال ع ا هرة فانتي ص ه يونية اكثر من يهود,1,,,,
ق حبه مع وسام الخون,1,,,,
ق من الطراز الرفيع,0,,,,
ق.حبه ..,1,,,,
قاتلك الله,0,,,,
قاتله الله وأزال ملكه وملك والده,1,,,,
قادر ي كريم,0,,,,
قاذورات ...,1,,,,
"قاعد تحلم بحياة حلوة، لكنك مفكر حالك ميسي",1,,,,
قاعدين نحضرك ودنا جزء ٢٠٢٣ نظيف نظيف,0,,,,
"قال 5 دقايق !!! 

كل هالتحضير والشغل",0,,,,
قال العرب اكلو لحم الجمال عشان هيك الشرف والنخوه جاي عندكم ... يوم الله وزع الشرف بقيتو ع الطرف .. حاشا الخنزير منكم,1,,,,
قال الله تعالى كل انعام او أضل سبيلا ربنا وصفهم اقل من البهايم,0,,,,
"قال بدو يقيم، مسك السوشي غلط ما بصير نهايه العيدان بالوسط عند الحشوه، عشان هيك فرطت ، من أولها باين",0,,,,
"قال حط بيد المطرب ٥ ليرات 
وبضل يحي للصبح.  
واذا بدو يروح اعطيه عشره",0,,,,
"قال رسول اللهﷺ : (‏كلمتان خفيفتان على اللسان ،‏ ثقيلتان في الميزان ،‏ حبيبتان إلى الرحمن : ‏سبحان الله وبحمده ، ‏سبحان الله العظيم).
من قرأها يضع قلب ليراها غيره لتكون صدقة جارية فضلاً ♥️",0,,,,
قال صحيح الشمندر بزيد من نسبة الدم بالجسم,0,,,,
قال ولي عهد البحرين انت كثير عليك دلو مي,1,,,,
قال يعني حاطين ممثل عنهم في الامم المتحدة عا...هرة ليثبتوا للغرب انهم جماعة متحضرين وعندهم نوع من المساواه ومختلفين عن باقي العرب.  الله ينعن  ابو عروبنكم يا خووون .....,1,,,,
قال يقيم أكيد مين أنت حتى تقيم,1,,,,
"قالت العرب قديما"" لا يصنع الرمح من النتش""
موظف امريكا عندما لا يلتزم بتعليماتها يتم اجتثاثه و استبداله فورا.",0,,,,
قالو متت,0,,,,
قامة وطنية نعتز ونفخر بها ,0,,,,
قائد,0,,,,
قائد العملية التربويه ,0,,,,
قبح,1,,,,
"قبح 
الله وجهك في الدنيا والآخرة",1,,,,
قبح الله  وجهك يا خاين الله,1,,,,
قبح الله سعيكم يامنافقين من يدين حماس يستحق الموت حرقا وشنقا وغرقا,1,,,,
قبح الله وجهك,1,,,,
قبح الله وجهك الرخيص بضل رخيص دور الك حاويه قريبه ورمي حالك فيها,1,,,,
قبح الله وجهك اللعين,1,,,,
قبح الله وجهك ايتها ....,1,,,,
قبح الله وجهك أيتها اللعينه,1,,,,
‏قبح الله وجهك حسبنا الله ونعم الوكيل فيكم خون أذناب الصهاينة,1,,,,
قبح الله وجهك وخزاك في الدنيا والآخرة ومعك باقي الخونة والعملاء والمتخاذلين والجواسيس من سلطة العار والذل والانبطاح للصهاينة من أجل حفنة دولارات,1,,,,
قبح الله وجهه اللعين,1,,,,
قبح الله وجوهكم,0,,,,
"قبح الله وجوههم، ،، نتنياهو يتكلم نسيت تقول ان والديها يهود",1,,,,
قبحك الله فاءنت وامثالك عار على الامه العربيه والاسلاميه,1,,,,
قبحك الله يا خنزير,1,,,,
قبحكم الله ,1,,,,
قبحه الله من دب,1,,,,
قبرك جاهز....فخذ معك  شيئا يكفر,1,,,,
قبل المكياج بتخري وبعد المكياج سوبر بتخري,1,,,,
قبل ما تبلشي بالأكل ٠٠اربطي شعرك,0,,,,
"قبل ما تحلب البقره اطلع في صباحها 
إذا وجها نكد لا تحلبها",1,,,,
"قبل ما تنزل لندن أصلاً 

بالمطار /هيثرو موجود محل شيف مشهور 
عنده 
Fish & Chips",0,,,,
قبيح,1,,,,
قتلتني يا رجل,0,,,,
قتلك الله انت ومن على شاكلتك وحسبنا الله ونعم الوكيل فيكم,0,,,,
قحبه بامتياز بطلعش فيكي دوا الا شلومو,1,,,,
"قد ما الدنيا بتصدمك، قلبك مش عم يتعود",1,,,,
قد ما أكلت بقى تحس بالطعمة خبصت,0,,,,
قد ما تتسممو ما بتملي انتي دكتور ضراط تبعك تضربي منك الو,0,,,,
"قدر الله وما شاء فعل 
لا حول ولا قوة الا بالله 
نجي اهل فلسطين يارب العالمين",0,,,,
قدك بدون هذي القرده كويس,1,,,,
قدمنا وما حد سمعلنا صوت,0,,,,
قدور الأمة مشاء الله,0,,,,
قدي عودا,0,,,,
قدي عوذة منكم,1,,,,
قديش بتخذ على العرس,0,,,,
قديش بتوخذ على الحفلة,0,,,,
قديش بسيط الفيديو و كلماته قديش معبّر ابدعتي... الله يفرجها يا رب و نخلص و ارجع اشوف نابلس زي ما كانت ❤️,0,,,,
قديش بلامس المشاعر بجننو ابدعتي ❤️,0,,,,
"قديش حسابك بالبنك
قبل التصريح 
وقديش صار بعد هالهراء",0,,,,
قديش سعر كيلو البندوره,0,,,,
قديش عمرها ام بربور,1,,,,
قديش قابض يحكي هالكلمتين,0,,,,
قديش مقرفي,1,,,,
قديش نافخة حالها والله منتي حلوة لونك عسل,1,,,,
قذر,1,,,,
قذر مافي كلام فيه ينحكى الا انو ملعون خارج من ملت الاسلام,1,,,,
قراااااف,1,,,,
قرات كل التعليقات كلهم ضدك بس كم واحد معك وطلعو مستفيدين .عساكر طلعو ههههه  هدا دليل انو الشعب ما بدياكم يا هلسات,1,,,,
قرار السلام شاورت حد فيه,0,,,,
‏قرار حكيم حكيم,0,,,,
قراراتك كنت  كنت تشاور فيها الشعب الفلسطيني مهو وجودك كوزير كان بدون مشاوراتنا قل خيرا او اصمت,0,,,,
"قرارهم فردي ويجب محاكمتهم عليه 
مين هيرجع للناس اولادها واهلهم اللي ماتوا او بيوتها اللي راحت ولا مصدر رزقها اللي اتدمر",0,,,,
قرب العيد,0,,,,
قرب عيد الاضحى,0,,,,
قرباط,1,,,,
قربت يا اخواتي ,0,,,,
قرد يضربك منو لآلك,1,,,,
قرده,1,,,,
قرده بسم الله الرحم الرحيم,1,,,,
قررررف يقرفكم ...عاااار عليكم تكونو عرب ومسلمين ...متبريين منكم  ليوم الدين ..ما بدنا منكم اشي بس اخرسو تحكوش,1,,,,
قرف,1,,,,
قرف  انت وهي شيء مقرف ومخزي,1,,,,
قرف  يقرفك,1,,,,
قرف الي يقرفلك,1,,,,
قرف قرف يعععع شو هالسعدان,1,,,,
قرف هيه وشروق الهنود ندمو لما عملو هاد الترند ونشرو ع مواقع,1,,,,
قرف وغلاظة,1,,,,
قرف يقرفك,1,,,,
قرف يقرفك انت واياها,1,,,,
قرف يقرفك وجهك زي لكندرة,1,,,,
قرف يقرفكم,1,,,,
قرف يقرفكم التنين,1,,,,
قرف يقرفكن,1,,,,
قرف يقرفكو الجوز !,1,,,,
قرف يقرفكو يازلمه الاردن لاتفوتها ولا تقريرها انساها,1,,,,
قرف يقرفها شو ما بتنطاق تلتهي في اشي مفيد احسن,1,,,,
قرف يقرفها لو دارسه بسيرش هيك,1,,,,
قرف يقرفهم,1,,,,
قرف يقرفهم على هالتفاهه,1,,,,
"قرفة وبهارات على العرايس !!!! اسمعي اقعدي بالدار وفكك من الطبخ 

قرفة؟؟ والعرايس تحب القرفة؟؟؟؟؟؟",1,,,,
قرفتونا,1,,,,
قرفتونا  الاكل,1,,,,
قرفتينا الكلاب والاصدقاء يقطع عمرك عهالمنظر,1,,,,
قرفففففففف بتقرفو Dina D Almarahfh,1,,,,
قرن الشيطان,1,,,,
قرود وعم بتتجول,1,,,,
قرية المغير واهلها وناسها بصبحو عليك يا سيادة الشيخ,0,,,,
قس اختك اخو شرموطه,1,,,,
قسم بالله العظيم  لو يجي لعنا طرد متل الجلب,0,,,,
قسما با لله العظيم غير اكون خصمك يوم القيامة يا هباش والله سأكون خصمك والله والله,0,,,,
قسما باالله نزعت حالك لما اتصورت مع هاالزباله,1,,,,
قسما بالله انت مزبلة التاريخ يا واطي انقلع من وجهي بلاش اتف عليك تغرق,1,,,,
"قسما بالله غير تجيبلي الجلطة انت

نعم نعم انت",0,,,,
قسما بالله فاصل مخو,0,,,,
قسماا بالله حبيبي  وحقك علينا,0,,,,
قش اي استعداد للتعلم المستمر او مواكبة التطورات الحديثة ,1,,,,
"قشعر بدني ... يالله شو معبر ورائع 
هدول ملائكة قلوبهم انقى واطهر من اي مخلوق 
الله يحماهم يارب",0,,,,
قصة زواج حلوه كله كوم وحضور المباراه مع العرسان كوم اخر الله يعطيك الصحه والعافيه يا ام احمد,0,,,,
قصة فوق الروعة,0,,,,
قصتنا طوالة على هيك الله ينكبكو يا شيخ,1,,,,
قصدكوا وزير خارجية أسراحرين,1,,,,
قصه جدا مؤثره وحلوه,0,,,,
قضو العرس ابو خالد أيدينا لفوق وين الغنية بالموضوع وعلى شو عم يدبكو,0,,,,
‏قضية الرجال,0,,,,
"قضية فلسطين قضية الشرفاء فقط لذلك الله لم يكرمهم بهذا الشرف العظيم لأنه أعلم بهم منا 
من عمل صالحاً فلنفسه ومن أساء فعليها وعند الله تجتمع الخصوم",0,,,,
قط يهبش عنيك من وجهك,1,,,,
قف في الزاوية وارفع رجلك,1,,,,
قل اعوذ برب الفلق,0,,,,
قل اعوذ برب الفلق من شر ما خلق,0,,,,
قل اعوذو برب الفلق,0,,,,
قل باسم الله اولا الله يبارك فيك,0,,,,
قل خيرا او اصمت,0,,,,
قل خيرا او انطم,1,,,,
قل شو مشروبك المفضل,0,,,,
قل موتوا بغيظكم,0,,,,
قلاية البندوره كيف بتنعمل,0,,,,
قلب حُب كبيرر كتير حلوووو,0,,,,
قلب ديك,0,,,,
قلبت معدتي ي راجل,1,,,,
قلبك عليهم,0,,,,
قلبك كبير بسع الكل أم أحمد,0,,,,
قلبها معمر مسكينة,0,,,,
قلبي,0,,,,
قلبي الصغير لا يتحمل,0,,,,
قلبي قلبي,0,,,,
قلبي من الحامض لاوي,0,,,,
قلة التعليق رد,0,,,,
قلة الفهم,1,,,,
قلة ملحه,1,,,,
قلت الفن وصلتكم للشاشات,0,,,,
قلتلك يا ابو جوليا ١٠٠ مره لاتستعمل الملح الابيض,0,,,,
قلتلي بربرية يا ابو بربور,1,,,,
قلد جميع اصوات الحيوانات,1,,,,
قلعاااااااااااااااااااااااااااط,1,,,,
قلعاط,1,,,,
قله حياء,1,,,,
قلوب صافيه ⁦❤️⁩⁦♥️⁩,0,,,,
قلولي شو بكره بقلكون بيسان اسماعيل,0,,,,
"قلي قديش رصيدك بالبنك  بالله عليك 
انتي لما مسكوك بتسرق بدل ما تتعاقب رفعو رتبتك وجاي تقلي حركه 
اسوق عليكم الله  يا مسؤولين ما تطلعو تصرحو لانو تصريحات ابنغفير  اهون علينا منكم",1,,,,
قليل الادب,1,,,,
قليل حيا,1,,,,
قليل من الخجل استحو علي حالكم,0,,,,
قليلين عقل تتفرجوا عليه وبتحطوا لايك,0,,,,
قم لا بارك الله بك     قال ادين,1,,,,
قمامة البشر,1,,,,
قمة الانسانية وقمة الطيابه بانا ❤❤  والفيديو  حلو كتتير كتير  مبدعه  ربنا يحميهم    للاطافيل  ويعطيكم العافيه  ❤❤,0,,,,
"قمة الانسانيه كل الاحترام الك 
الله يعطيكه عقد نيتك الطيبه واقعيه جدا 
ابدعته❤",0,,,,
قمة الإبداع,0,,,,
قمة الإبداع والجمال وااووو..رائعه❤,0,,,,
قمة التفاهة,1,,,,
قمة التفاهة والسخافة,1,,,,
قمة الحب والإنسانية والطيبه,0,,,,
قمة الخيانة الدياثة والجوسسة,1,,,,
قمة الروعة انتي❤❤,0,,,,
قمة الرووووووعة والجمال والانسانية,0,,,,
قمة الزناخة,1,,,,
قمة الزناخة والعفن,1,,,,
قمة السخافة اي....,1,,,,
قمة السقوط,1,,,,
قمة الغلاظة,1,,,,
قمة المياعه... ما بعرف ع شو الناس بتنعجب بهيك قصص ما عمل تعمل شي غير المياعه لا في محتوى و لا شي مفيد,1,,,,
قمة الوقاحه خلص الكلام,1,,,,
قمة بالروعة الى الأمام دائماً بانا ❤️❤️❤️,0,,,,
قمة في الجمال ,0,,,,
قمة في الذوق بانا كل الاحترام,0,,,,
قمة في الرقي,0,,,,
قمة لغلاظة,1,,,,
قمر,0,,,,
"قمر السنين
هند رستم العصر",0,,,,
"قمر شيف علا 
دائماً مبدعه الله يحفظك من كل مكروه",0,,,,
قمر وبيلبقلا,0,,,,
قمر ومبدعه وموهوبه,0,,,,
قمراية ماشاء الله,0,,,,
قمرة,0,,,,
قمرر,0,,,,
قمه  بالإنسانيه انتي يا بانا  كل لاحترام,0,,,,
قمه الانسانيه روعه,0,,,,
قمه التفاهه,1,,,,
قمه بالانسانيه بانا ⁦❤️⁩ متلازمة الحب,0,,,,
قناة اعلامية. عميلة,0,,,,
قندرة في فمك,1,,,,
قوا.د,1,,,,
قواد وقح,1,,,,
قوس قزح,0,,,,
قوطري ضبي ضبتكي الي زي ضبة الضبعه,1,,,,
قول أسمها تاني كده عشان أول ما أدب رجليه في لندن أروح أجيبها بس يااارب ألقيها عند التابعي هناك,0,,,,
قول حاحا,0,,,,
قول حكي غير هل حكي يا محمود,0,,,,
قول خيرا و اصمت وانت عحفة قبرك,0,,,,
قول والله,0,,,,
قول والله فكرتهم بلعبو ببجي,0,,,,
قول وغير,0,,,,
قول وغير !,0,,,,
قول وغير يا زلمه وين باقي,0,,,,
